message,label
nah wednesday bring mini cheetos bag,0
popping ltgt ibuprofen help,0
effect irritation ignore,0
rgent nd attempt contact uu £ call b tcsbcmwcnxx callcost ppm mobilesvary max£,1
today offer claim ur £ worth discount voucher text yes savamob member offer mobile c £ sub unsub reply x,1
good afternoon love go day woke early online waiting hmmm italian boy online see grin,0
k addie amp art ill get home,0
stupid say challenge godyou dont think write instead respond immed,0
two letter copy co one message speak soon,0
brother genius,0
ü home work meh,0
k make sense btw carlos difficult guy gon na smoke go pick second batch get gas,0
hii got money da,0
lady first genus second k,0
updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double min txt orange call mobileupd calloptoutfq,1
okey doke im home dressed co laying around ill speak later bout time stuff,0
hi kate u give ring asap xxx,0
good baby,0
bus way calicut,0
sister going earn da,0
askd u question hour answer,0
ur balance £ next question complete landmark big bob b barry c ben text b c good luck,1
babe feel let get itboth try cheer upnot fit soo muchxxlove u locaxx,0
well general price ltgt oz let know ifwhenhow much want,0
money r lucky winner claim prize text money £million give away pptxnormal text rate box wtjy,1
u win £ music gift voucher every week starting txt word draw tscs wwwldewcom skillgamewinaweek ageppermesssubscription,1
thats v romantic,0
tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas,0
thanks ringtone order ref number k mobile charged £ tone arrive please call customer service,1
piss talking someone realise u point itnow read backwards,0
smile pleasure smile pain smile trouble pours like rain smile sum hurt u smile becoz someone still love see u smiling,0
quite lor dun tell wait get complacent,0
hey hunonbus goin meet want go meal donyt feel like cuz get last bus homebut he sweet latelyxxx,0
guaranteed latest nokia phone gb ipod mp player £ prize txt word collect ibhltd ldnwh pmtmsgrcvd,1
wont move morphine,0
sm ac blind date u rodds aberdeen united kingdom check httpimg sm acwicmbcktzr blind date send hide,1
came hostel,0
ill b going sch mon si need take smth,0
happened adventuring,0
ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit st salary,0
ok cool see ya,0
im bruce amp fowler im mom car cant park long story,0
didnt try g decided head,0
celebrate bday else,0
height confidence aeronautics professor wer calld amp wer askd sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt didnt move saidif made studentsthis wont even start datz confidence,0
hi night ur lucky night uve invited xchat uk wildest chat txt chat pmsgrcvdhgsuitelandsrowwjhl ldn yr,1
mmm thats better got roast id b better drink good indian,0
hows husband,0
u dun drive go sch,0
freemsgfeelin kinda lnly hope u like keep company jst got cam moby wan na c pictxt reply date msgp rcv hlp stop,1
yup im elaborating safety aspect issue,0
thanks vote sing along star karaoke mobile free link reply sing,1
heard job im going wildlife talk tonight u wantcome thatworzels wizzle whatever,0
still otside leu come morrow maga,0
give one miss number please,0
arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,0
aight thanks comin,0
new year eve ok went party boyfriend si hey,0
dont pick call something important tell hrishi,0
ard like dat lor juz meet mrt station ü dun haf come,0
grandma oh dear u still ill felt shit morning think hungover another night leave sat,0
yes princess toledo,0
hey cutie go wale kinda ok like hill shit still avent killed,0
hello yeah ive got bath need hair ill come im done yeah,0
well know mean texting,0
gettin rdy ship comp,0
coming friday leave pongaldo get news work place,0
oh k come tomorrow,0
accidentally deleted message resend please,0
u subscribed best mobile content service uk £ per day send stop helpline,1
common hearin r u wat r u ur day let ask u something different u smile today gud evng,0
hey got mail,0
didnt search online let know,0
okay soon best,0
charge transfer charge withdraw anyhow like,0
well know z take care worry,0
nope think go monday sorry replied late,0
valued customer pleased advise following recent review mob awarded £ bonus prize call,1
wah okie okie muz make use e unlimited haha,0
hmm thinking lor,0
sweetheart hope kind day one load reason smile biola,0
ya came ago,0
oh yeah forgot u take shopping,0
urgent please call landline £ cash luxury canary island holiday await collection tc sae award maq ppm “,1
huh late fr dinner,0
please call immediately urgent message waiting,1
home also,0
b thursday,0
winner u specially selected receive £ cash holiday flight inc speak live operator claim,1
free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply over,1
annoying isnt,0
went project centre,0
cool text head,0
hey inconvenient si huh,0
please dont say like hi hi hi,0
also remember get dobbys bowl car,0
hi mobile ltgt added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom,0
haha thinkin,0
send bec temple na,0
taking half day leave bec well,0
left already orchard,0
dear umma called,0
busy juz dun wan go early hee,0
hope great day,0
new deus ex game comin early next yr,0
hey guy know breathing neck get bud anyway youd able get half track usf tonight,0
urgent please call landline abta complimentary tenerife holiday cash await collection sae tc box cwwx ppm,1
first time history need comfort luxury sold price india onionrs ltgt petrolrs ltgt beerrs ltgt shesil ltgt,0
yo chad gymnastics class wan na take site say christian class full,0
oh kkwhere take test,0
er enjoyin indian moyep sall good hehe hows bout u shexy pete xx,0
cool ill text im way,0
lol please actually send pic right wan na see pose comb hair dryer something,0
today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault im basically good,0
painful word thought happy toughest thing earth toughest acting happy unspoken pain inside,0
drama plsi enough family struggling hot sun strange placeno reason ego going invited actually necessity gowait serious reppurcussions,0
u ’ bin awarded £ play instant cash call claim every th player win min ££ optout,1
see requirement please,0
end might still vomit okay everything come,0
ok wahala remember friend need,0
free ringtone waiting collected simply text password mix verify get usher britney fml po box mk h ppw,1
gain right wifedont demand iti trying husband toolets see,0
ill hand phone chat wit u,0
callin say hi take care bruv,0
receiving week triple echo ringtone shortly enjoy,1
final chance claim ur £ worth discount voucher today text yes savamob member offer mobile c savamob pobox muz £ sub,1
ringtone club get uk single chart mobile week choose top quality ringtone message free charge,1
good afternon love today hope good maybe interview wake miss babe passionate kiss across sea,0
belive come home,0
great send account number,0
need stop going bed make fucking dealing,0
ask keep one maybe thats didnt get message sent glo,0
sad story man last week bday wife didnt wish parent forgot n kid went work even colleague wish,0
ü takin linear algebra today,0
premium phone service call,1
customer service annoncement new year delivery waiting please call arrange delivery,1
ft good combination,0
im gon na say sorry would normal starting panic time sorry seeing tuesday,0
oh ok wait lect havent finish,0
auction round highest bid £ next maximum bid £ bid send bid e g bid £ good luck,1
call later afternoon onwords mtnl service get problem south mumbai hear cannt listen,0
got thing may pub later,0
record one night,0
also wheres piece,0
lovely night wake see message hope smile knowing great morning,0
,0
yeah ill try scrounge something,0
wan na watch movie,0
shb b ok lor thanx,0
possession especially first offense,0
u still plumber tape wrench could borrow,0
‘ thing ape u fight death keep something minute u let go thats,0
hai dear friend new amp present number rajitha raj ranju,0
gwr,0
yavnt tried yet never played original either,0
friend got say he upping order gram he got ltgt get,0
